CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
49.2,Transporte de mercancías por ferrocarril,49.2,Transporte de mercancías por ferrocarril,3
49.20,Transporte de mercancías por ferrocarril,49.20,Transporte de mercancías por ferrocarril,4
49.3,Otro transporte terrestre de pasajeros,49.3,Otro transporte terrestre de pasajeros,3
49.31,Transporte terrestre urbano y suburbano de pasajeros,49.31,Transporte regular de pasajeros por carretera,4
49.39,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,49.31,Transporte regular de pasajeros por carretera,4
49.39,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,49.32,Transporte no regular de pasajeros por carretera,4
49.32,Transporte por taxi,49.33,Servicios de transporte de pasajeros bajo demanda en vehículos con conductor,4
49.31,Transporte terrestre urbano y suburbano de pasajeros,49.34,Transporte de pasajeros en teleféricos y remontes,4
49.39,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,49.34,Transporte de pasajeros en teleféricos y remontes,4
49.39,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,49.39,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,4
49.4,Transporte de mercancías por carretera y servicios de mudanza,49.4,Transporte de mercancías por carretera y servicios de mudanza,3
49.41,Transporte de mercancías por carretera,49.41,Transporte de mercancías por carretera,4
49.42,Servicios de mudanza,49.42,Servicios de mudanzas,4
49.5,Transporte por tubería,49.5,Transporte por tubería,3
49.50,Transporte por tubería,49.50,Transporte por tubería,4
50,Transporte marítimo y por vías navegables interiores,50,Transporte marítimo y por vías navegables interiores,2
50.1,Transporte marítimo de pasajeros,50.1,Transporte marítimo de pasajeros,3
50.10,Transporte marítimo de pasajeros,50.10,Transporte marítimo de pasajeros,4
50.2,Transporte marítimo de mercancías,50.2,Transporte marítimo de mercancías,3
50.20,Transporte marítimo de mercancías,50.20,Transporte marítimo de mercancías,4
50.3,Transporte de pasajeros por vías navegables interiores,50.3,Transporte de pasajeros por vías navegables interiores,3
50.30,Transporte de pasajeros por vías navegables interiores,50.30,Transporte de pasajeros por vías navegables interiores,4
50.4,Transporte de mercancías por vías navegables interiores,50.4,Transporte de mercancías por vías navegables interiores,3
50.40,Transporte de mercancías por vías navegables interiores,50.40,Transporte de mercancías por vías navegables interiores,4
51,Transporte aéreo,51,Transporte aéreo,2
51.1,Transporte aéreo de pasajeros,51.1,Transporte aéreo de pasajeros,3
51.10,Transporte aéreo de pasajeros,51.10,Transporte aéreo de pasajeros,4
51.2,Transporte aéreo de mercancías y transporte espacial,51.2,Transporte aéreo de mercancías y transporte espacial,3
51.21,Transporte aéreo de mercancías,51.21,Transporte aéreo de mercancías,4
51.22,Transporte espacial,51.22,Transporte espacial,4
49,Transporte terrestre y por tubería,52,"Depósito, almacenamiento y actividades auxiliares del transporte ",2
52,Almacenamiento y actividades anexas al transporte,52,"Depósito, almacenamiento y actividades auxiliares del transporte ",2
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",52,"Depósito, almacenamiento y actividades auxiliares del transporte ",2
52.1,Depósito y almacenamiento,52.1,Depósito y almacenamiento,3
52.10,Depósito y almacenamiento,52.10,Depósito y almacenamiento,4
49.4,Transporte de mercancías por carretera y servicios de mudanza,52.2,Actividades auxiliares del transporte,3
52.2,Actividades anexas al transporte,52.2,Actividades auxiliares del transporte,3
52.21,Actividades anexas al transporte terrestre,52.21,Actividades auxiliares del transporte terrestre,4
52.22,Actividades anexas al transporte marítimo y por vías navegables interiores,52.22,Actividades auxiliares del transporte marítimo y por vías navegables interiores,4
52.23,Actividades anexas al transporte aéreo,52.23,Actividades auxiliares del transporte aéreo,4
49.41,Transporte de mercancías por carretera,52.24,Manipulación de mercancías,4
52.24,Manipulación de mercancías,52.24,Manipulación de mercancías,4
52.29,Otras actividades anexas al transporte,52.25,Actividades de servicios logísticos,4
52.29,Otras actividades anexas al transporte,52.26,Otras actividades auxiliares del transporte,4
49.3,Otro transporte terrestre de pasajeros,52.3,Actividades de intermediación para el transporte,3
52.2,Actividades anexas al transporte,52.3,Actividades de intermediación para el transporte,3
79.1,Actividades de agencias de viajes y operadores turísticos,52.3,Actividades de intermediación para el transporte,3
79.9,Otros servicios de reservas y actividades relacionadas con los mismos,52.3,Actividades de intermediación para el transporte,3
52.29,Otras actividades anexas al transporte,52.31,Actividades de intermediación para el transporte de mercancías,4
49.32,Transporte por taxi,52.32,Actividades de intermediación para el transporte de pasajeros,4
52.29,Otras actividades anexas al transporte,52.32,Actividades de intermediación para el transporte de pasajeros,4
79.11,Actividades de las agencias de viajes,52.32,Actividades de intermediación para el transporte de pasajeros,4
79.90,Otros servicios de reservas y actividades relacionadas con los mismos,52.32,Actividades de intermediación para el transporte de pasajeros,4
53,Actividades postales y de correos,53,Actividades postales y de mensajería,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,53,Actividades postales y de mensajería,2
96,Otros servicios personales,53,Actividades postales y de mensajería,2
53.1,Actividades postales sometidas a la obligación del servicio universal,53.1,Actividades postales sometidas a la obligación del servicio universal,3
53.10,Actividades postales sometidas a la obligación del servicio universal,53.10,Actividades postales sometidas a la obligación del servicio universal,4
53.2,Otras actividades postales y de correos,53.2,Otras actividades postales y de mensajería,3
96.0,Otros servicios personales,53.2,Otras actividades postales y de mensajería,3
53.20,Otras actividades postales y de correos,53.20,Otras actividades postales y de mensajería,4
96.01,Lavado y limpieza de prendas textiles y de piel,53.20,Otras actividades postales y de mensajería,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,53.3,Servicios de intermediación para las actividades postales y de mensajería,3
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,53.30,Servicios de intermediación para las actividades postales y de mensajería,4
55,Servicios de alojamiento,55,Servicios de alojamiento,2
68,Actividades inmobiliarias,55,Servicios de alojamiento,2
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",55,Servicios de alojamiento,2
55.1,Hoteles y alojamientos similares,55.1,Hoteles y alojamientos similares,3
55.10,Hoteles y alojamientos similares,55.10,Hoteles y alojamientos similares,4
55.2,Alojamientos turísticos y otros alojamientos de corta estancia,55.2,Alojamientos turísticos y otros alojamientos de corta estancia,3
55.20,Alojamientos turísticos y otros alojamientos de corta estancia,55.20,Alojamientos turísticos y otros alojamientos de corta estancia,4
55.3,Campings y aparcamientos para caravanas,55.3,Campings y aparcamientos para caravanas,3
55.30,Campings y aparcamientos para caravanas,55.30,Campings y aparcamientos para caravanas,4
79.1,Actividades de agencias de viajes y operadores turísticos,55.4,Actividades de intermediación para los servicios de alojamiento,3
79.9,Otros servicios de reservas y actividades relacionadas con los mismos,55.4,Actividades de intermediación para los servicios de alojamiento,3
79.11,Actividades de las agencias de viajes,55.40,Actividades de intermediación para los servicios de alojamiento,4
79.90,Otros servicios de reservas y actividades relacionadas con los mismos,55.40,Actividades de intermediación para los servicios de alojamiento,4
55.9,Otros alojamientos,55.9,Otros servicios de alojamiento,3
68.2,Alquiler de bienes inmobiliarios por cuenta propia,55.9,Otros servicios de alojamiento,3
55.90,Otros alojamientos,55.90,Otros servicios de alojamiento,4
68.20,Alquiler de bienes inmobiliarios por cuenta propia,55.90,Otros servicios de alojamiento,4
56,Servicios de comidas y bebidas,56,Servicios de comidas y bebidas,2
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",56,Servicios de comidas y bebidas,2
56.1,Restaurantes y puestos de comidas,56.1,Restaurantes y puestos de comidas,3
56.10,Restaurantes y puestos de comidas,56.11,Restaurantes,4
56.10,Restaurantes y puestos de comidas,56.12,Puestos de comidas,4
56.2,Provisión de comidas preparadas para eventos y otros servicios de comidas,56.2,Servicios de catering y otros servicios de comidas,3
